MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_incubationtime	ATTRIBUTE_NCBITaxonomy	ATTRIBUTE_chem	ATTRIBUTE_concentration	Unnamed: 34
MSV000098191	Plate5_HepG2_H3_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HT29_A4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_B4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_C4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_D4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_E4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_F4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_G4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_H4_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_A5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_B5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_C5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_D5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_E5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_F5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_G5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_H5_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_A6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_B6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_C6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_D6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_E6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_F6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_G6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_H6_48hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	48hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_A7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HT29_B7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HT29_C7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HT29_D7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HepG2_E7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HepG2_F7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HepG2_G7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
MSV000098191	Plate5_HepG2_H7_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DMSO	100_uM	
