MassiveID	filename	SampleType	SampleTypeSub1	ENVOEnvironmentMaterial	UBERONBodyPartName	ATTRIBUTE_SampleTypemanual	ATTRIBUTE_Habitat	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_rainfall	ATTRIBUTE_elevation	ATTRIBUTE_shore_dist	ATTRIBUTE_shore_dist_Range
MSV000085129	03405_An_3.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3405.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61928301|-158.012875	200	not applicable	MSV000085129_3405	not applicable	not applicable	not applicable	2092.099	192.0921	192.0921	2092.099
MSV000085129	03406_An_1.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3406.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62018197|-158.014384	0	not applicable	MSV000085129_3406	not applicable	not applicable	not applicable	2026.731	187.7697	187.7697	2026.731
MSV000085129	03407_An_3.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3407.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63184203|-158.049687	200	not applicable	MSV000085129_3407	not applicable	not applicable	not applicable	1395.904	20.61804	20.61804	1395.904
MSV000085129	03408_An_3.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3408.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63184203|-158.049687	200	not applicable	MSV000085129_3408	not applicable	not applicable	not applicable	1395.904	20.61804	20.61804	1395.904
MSV000085129	03409_An_5.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3409.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3409	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03410_An_8.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3410.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.62945797|-158.037734	700	not applicable	MSV000085129_3410	not applicable	not applicable	not applicable	1567.248	76.07751	76.07751	1567.248
MSV000085129	03411_An_6.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3411.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63110199|-158.03871	500	not applicable	MSV000085129_3411	not applicable	not applicable	not applicable	1527.714	69.17364	69.17364	1527.714
MSV000085129	03412_An_9.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3412.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.62911297|-158.036846	800	not applicable	MSV000085129_3412	not applicable	not applicable	not applicable	1567.248	80.4678	80.4678	1567.248
MSV000085129	03413_An_2.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3413.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63342|158.0522	100	not applicable	MSV000085129_3413	not applicable	not applicable	not applicable				
MSV000085129	03414_An_2.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3414.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63719002|-158.057326	100	not applicable	MSV000085129_3414	not applicable	not applicable	not applicable	1245.246	1.432774	1.432774	1245.246
MSV000085129	03415_An_1.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3415.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63763602|-158.058171	0	not applicable	MSV000085129_3415	not applicable	not applicable	not applicable	1245.246	1.108017	1.108017	1245.246
MSV000085129	03416_An_5.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3416.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63568899|-158.054933	400	not applicable	MSV000085129_3416	not applicable	not applicable	not applicable	1283.648	10.74595	10.74595	1283.648
MSV000085129	03417_An_8.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3417.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63361698|-158.052984	700	not applicable	MSV000085129_3417	not applicable	not applicable	not applicable	1323.67	12.99216	12.99216	1323.67
MSV000085129	03418_An_8.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3418.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63361698|-158.052984	700	not applicable	MSV000085129_3418	not applicable	not applicable	not applicable	1323.67	12.99216	12.99216	1323.67
MSV000085129	03419_An_8.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3419.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63719002|-158.057326	700	not applicable	MSV000085129_3419	not applicable	not applicable	not applicable	1245.246	1.432774	1.432774	1245.246
MSV000085129	03420_An_1.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3420.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.63719002|-158.057326	0	not applicable	MSV000085129_3420	not applicable	not applicable	not applicable	1245.246	1.432774	1.432774	1245.246
MSV000085129	03421_An_5.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3421.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63568899|-158.054933	400	not applicable	MSV000085129_3421	not applicable	not applicable	not applicable	1283.648	10.74595	10.74595	1283.648
MSV000085129	03422_An_5.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3422.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.63568899|-158.054933	400	not applicable	MSV000085129_3422	not applicable	not applicable	not applicable	1283.648	10.74595	10.74595	1283.648
MSV000085129	03423_An_1.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3423.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.6330310050398|-158.051147013903	0	not applicable	MSV000085129_3423	not applicable	not applicable	not applicable	1357.352	17.16486	17.16486	1357.352
MSV000085129	03424_An_2.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3424.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.6330310050398|-158.051147013903	100	not applicable	MSV000085129_3424	not applicable	not applicable	not applicable	1357.352	17.16486	17.16486	1357.352
MSV000085129	03425_An_9.mzML	animal			multicellular organism	Ant	Terrestrial	36668|Formicidae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3425.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2019 12:00	United States of America	not applicable	21.6333200130612|-158.052088972181	800	not applicable	MSV000085129_3425	not applicable	not applicable	not applicable	1323.67	18.24394	18.24394	1323.67
MSV000085129	2648_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2648.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2648	not applicable	not applicable	not applicable				
MSV000085129	2649_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2649.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2649	not applicable	not applicable	not applicable				
MSV000085129	2650_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2650.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2650	not applicable	not applicable	not applicable				
MSV000085129	2651_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2651.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2651	not applicable	not applicable	not applicable				
MSV000085129	2652_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2652.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2652	not applicable	not applicable	not applicable				
MSV000085129	2653_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2653.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2653	not applicable	not applicable	not applicable				
MSV000085129	2654_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2654.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2654	not applicable	not applicable	not applicable				
MSV000085129	2655_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2655.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2655	not applicable	not applicable	not applicable				
MSV000085129	2656_Pl_M3.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2656.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2656	not applicable	not applicable	not applicable				
MSV000085129	2719_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2719.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2719	not applicable	not applicable	not applicable				
MSV000085129	2720_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2720.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2720	not applicable	not applicable	not applicable				
MSV000085129	2721_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2721.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2721	not applicable	not applicable	not applicable				
MSV000085129	2722_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2722.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2722	not applicable	not applicable	not applicable				
MSV000085129	2723_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2723.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2723	not applicable	not applicable	not applicable				
MSV000085129	2724_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2724.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2724	not applicable	not applicable	not applicable				
MSV000085129	2725_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2725.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2725	not applicable	not applicable	not applicable				
MSV000085129	2726_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2726.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2726	not applicable	not applicable	not applicable				
MSV000085129	2727_Pl_M4.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2727.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2727	not applicable	not applicable	not applicable				
MSV000085129	2788_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2788.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2788	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2789_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2789.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2789	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2790_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2790.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2790	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2791_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2791.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2791	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2792_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2792.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2792	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2793_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2793.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2793	not applicable	not applicable	not applicable	1109.515			1109.515
MSV000085129	2795_Pl_M5.mzML	plant			not applicable	CCA	Marine		2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2795.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64499|-158.06658	not specified	not applicable	MSV000085129_2795	not applicable	not applicable	not applicable	1109.515			1109.515
