MassiveID,filename,SampleType,ENVOEnvironmentMaterial,UBERONBodyPartName,NCBITaxonomy,LatitudeandLongitude,SampleCollectionDateandTime,DepthorAltitudeMeters,SampleTypeSub1,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,Country,HumanPopulationDensity,qiita_sample_name
MSV000083889,2019_2_16_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_16_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_17_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_17_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_18_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_18_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_19_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_19_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_20_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_20_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_21_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/21/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_21_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/21/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_22_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/22/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_22_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/22/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_23_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/23/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_23_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/23/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_28_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/28/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_28_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,2/28/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_01_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/1/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_01_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/1/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_02_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/2/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_02_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/2/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_03_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/3/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_03_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/3/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_04_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/4/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_3_04_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,3/4/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_16_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_16_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_17_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_17_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_18_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_18_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_19_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_19_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_20_Holl_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_5_20_Holl_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.5545|-117.08427,5/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_19_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_19_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_20_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_20_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/20/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_21_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/21/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_21_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/21/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_22_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/22/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_22_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/22/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_23_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/23/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_1_23_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,1/23/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_06_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/6/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_06_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/6/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_07_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/7/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_07_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/7/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_08_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/8/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_08_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/8/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_16_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_16_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/16/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_17_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_17_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/17/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_18_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_18_IB_DOM_2.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/18/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
MSV000083889,2019_2_19_IB_DOM_1.mzXML,environmental,sea water,not applicable,not applicable,32.57951|-117.1372,2/19/2019,0,dissolvedorganicmatter_water_saline,2019,"liquid, solid phase extraction (PPL)","",not applicable,Q Exactive|MS:1001911,electrospray ionization (positive),reverse phase (C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,United States of America,not applicable,not applicable
