MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	ATTRIBUTE_colonization_strain	ATTRIBUTE_strain	ATTRIBUTE_colonization	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex
MSV000096039	feces_3xtg_11.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	0.08333333333	female	feces					2020-04-06T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_12.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	0.08333333333	female	feces					2020-04-06T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_13.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	0.08333333333	female	feces					2020-04-06T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_14.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	0.08333333333	female	feces					2020-04-08T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_15.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	0.08333333333	female	feces					2020-04-08T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_16.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_17.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_18.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 44	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_19.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 44	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_20.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_21.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_22.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_23.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	0.08333333333	male	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_24.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_25.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_26.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_27.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_28.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_29.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_30.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_31.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.08333333333	female	feces					2020-06-02T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_32.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 4	1.25	female	feces					2020-08-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_33.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 4	1.25	female	feces					2020-08-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_34.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-08-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_35.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-08-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_36.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_37.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_38.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_39.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_40.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_41.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.08333333333	male	feces					2020-08-31T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_42.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 13	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_43.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 13	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_44.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 14	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_45.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 14	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_46.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 15	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_47.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 15	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_48.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 18	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_49.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 18	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_50.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 19	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_51.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 19	1.166666667	female	feces					2020-09-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_52.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_53.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_54.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_55.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_56.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_57.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_58.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_59.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.5	female	feces					2020-09-30T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_60.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_61.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_62.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_63.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_64.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_65.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_66.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	0.9166666667	female	feces					2020-12-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_67.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_68.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_69.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_71.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_72.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_73.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 75	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_74.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 75	0.5	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_75.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 76	0.25	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_76.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 76	0.25	male	feces					2021-01-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_77.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.08333333333	male	feces					2021-02-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_78.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.08333333333	male	feces					2021-02-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_79.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_80.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_81.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 44	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_82.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF B6	GF	B6										
