MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_stg	ATTRIBUTE_field	ATTRIBUTE_filtered_0.22um	ATTRIBUTE_light	ATTRIBUTE_Source	ATTRIBUTE_Polymorphism	filename_old
MSV000097813	K_032025.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	K_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_K_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	field	filtered	light	Pond_Water	not applicable	K_032025_Pond_filtered_#1
MSV000097813	L_032025.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	L_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_L_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	field	filtered	light	Pond_Water	not applicable	L_032025_Pond_filtered_#2
MSV000097813	M_032025.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	M_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_M_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	field	filtered	light	Pond_Water	not applicable	M_032025_Pond_filtered_#3
MSV000097813	N_032025.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	N_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_N_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	field	filtered	light	Pond_Water	not applicable	N_032025_Pond_filtered_#4
MSV000097813	O_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	O_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_O_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	O_032025-02_St8_filtered_#1
MSV000097813	P_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	P_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_P_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	P_032025-02_St8_filtered_#2
MSV000097813	Q_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Q_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Q_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	Q_032025-02_St8_filtered_#3
MSV000097813	R_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	R_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_R_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	R_032025-02_St8_filtered_#4
MSV000097813	S_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	S_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_S_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	S_032025-02_St8_filtered_#5
MSV000097813	T_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	T_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_T_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	T_032025-02_St8_filtered_#6
MSV000097813	U_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	U_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_U_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	U_032025-02_St8_filtered_#9
MSV000097813	V_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	V_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_V_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	V_032025-02_St8_filtered_#10
MSV000097813	W_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	W_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_W_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	W_032025-02_St8_filtered_#7
MSV000097813	X_032025-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	X_032025-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_X_032025-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			8	field	filtered	light	Capsule_Fluid	opaque	X_032025-02_St8_filtered_#8
MSV000097813	Y_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Y_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Y_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	Y_032025-05_St30_filtered_#1
MSV000097813	Z_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Z_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Z_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	Z_032025-05_St30_filtered_#2
MSV000097813	A2_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	A2_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_A2_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	A2_032025-05_St30_filtered_#3
MSV000097813	B2_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	B2_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_B2_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	B2_032025-05_St30_filtered_#4
MSV000097813	C2_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	C2_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_C2_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	C2_032025-05_St30_filtered_#5
MSV000097813	D2_032025-05.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	D2_032025-05	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_D2_032025-05	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	light	Capsule_Fluid	opaque	D2_032025-05_St30_filtered_#6
MSV000097813	E2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_E2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	E2_032025-04_St29_filtered_#1
MSV000097813	F2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	F2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_F2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	F2_032025-04_St29_filtered_#2
MSV000097813	G2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	G2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_G2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	G2_032025-04_St29_filtered_#3
MSV000097813	H2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	H2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_H2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	H2_032025-04_St29_filtered_#4
MSV000097813	I2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	I2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_I2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	I2_032025-04_St29_filtered_#5
MSV000097813	J2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	J2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_J2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	J2_032025-04_St29_filtered_#6
MSV000097813	K2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	K2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_K2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	K2_032025-04_St29_filtered_#7
MSV000097813	L2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	L2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_L2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	L2_032025-04_St29_filtered_#8
MSV000097813	M2_032025-04.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	M2_032025-04	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_M2_032025-04	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			29	lab	filtered	light	Capsule_Fluid	clear	M2_032025-04_St29_filtered_#9
MSV000097813	N2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	N2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_N2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	N2_032025-06_St30_filtered_dark_#1
MSV000097813	O2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	O2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_O2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	O2_032025-06_St30_filtered_dark_#2
MSV000097813	P2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	P2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_P2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	P2_032025-06_St30_filtered_dark_#3
