MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	Tube	ATTRIBUTE_Strain	ATTRIBUTE_Clutch	ATTRIBUTE_Tissue	ATTRIBUTE_SquidNumber
MSV000097783	13_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	13_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_13_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	13	dLux	7	Whole	4
MSV000097783	14_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	14_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_14_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	14	dLux	7	Whole	4
MSV000097783	15_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	15_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_15_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	15	dLux	7	Whole	4
MSV000097783	16_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	16_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_16_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	16	dLux	7	Whole	4
MSV000097783	17_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	17_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_17_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	17	dLux	7	Whole	4
MSV000097783	18_dLux_7_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	18_dLux_7_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_18_dLux_7_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	18	dLux	7	Whole	3
MSV000097783	19_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	19_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_19_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	19	APO	8/9	Whole	3
MSV000097783	20_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	20_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_20_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	20	APO	8/9	Whole	3
MSV000097783	21_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	21_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_21_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	21	APO	8/9	Whole	3
MSV000097783	22_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	22_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_22_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	22	APO	8/9	Whole	3
MSV000097783	23_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	23_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_23_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	23	APO	8/9	Whole	3
MSV000097783	24_APO_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	24_APO_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_24_APO_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	24	APO	8/9	Whole	2
MSV000097783	25_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	25_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_25_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	25	ES114	8/9	Whole	3
MSV000097783	26_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	26_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_26_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	26	ES114	8/9	Whole	3
MSV000097783	27_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	27_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_27_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	27	ES114	8/9	Whole	3
MSV000097783	28_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	28_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_28_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	28	ES114	8/9	Whole	3
MSV000097783	29_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	29_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_29_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	29	ES114	8/9	Whole	2
MSV000097783	30_ES114_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	30_ES114_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_30_ES114_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	30	ES114	8/9	Whole	3
MSV000097783	31_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	31_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_31_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	31	dLux	8/9	Whole	3
MSV000097783	32_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	32_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_32_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	32	dLux	8/9	Whole	3
MSV000097783	33_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	33_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_33_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	33	dLux	8/9	Whole	3
MSV000097783	34_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	34_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_34_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	34	dLux	8/9	Whole	3
MSV000097783	35_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	35_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_35_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	35	dLux	8/9	Whole	2
MSV000097783	36_dLux_8_9_Whole.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	36_dLux_8_9_Whole	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_36_dLux_8_9_Whole	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	36	dLux	8/9	Whole	2
MSV000097783	37_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	37_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_37_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	37	APO	6	Skin	6
MSV000097783	38_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	38_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_38_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	38	APO	6	Skin	6
MSV000097783	39_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	39_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_39_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	39	APO	6	Skin	6
MSV000097783	40_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	40_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_40_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	40	APO	6	Skin	6
MSV000097783	41_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	41_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_41_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	41	APO	6	Skin	6
MSV000097783	42_APO_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	42_APO_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_42_APO_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	42	APO	6	Skin	4
MSV000097783	43_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	43_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_43_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	43	APO	6	Eye	6
MSV000097783	44_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	44_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_44_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	44	APO	6	Eye	6
MSV000097783	45_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	45_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_45_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	45	APO	6	Eye	6
MSV000097783	46_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	46_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_46_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	46	APO	6	Eye	6
MSV000097783	47_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	47_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_47_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	47	APO	6	Eye	6
MSV000097783	48_APO_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	48_APO_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_48_APO_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	48	APO	6	Eye	4
MSV000097783	49_APO_6_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	49_APO_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_49_APO_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	49	APO	6	LO	6
MSV000097783	50_APO_6_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	50_APO_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_50_APO_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	50	APO	6	LO	6
