MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_diet	ATTRIBUTE_sample_phase
MSV000086989	Blank_Post_14-01.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_15-02.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_15-03.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_15-01.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_16-02.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_16-03.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_16-01.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_17-02.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_17-03.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_17-01.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_18-02.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_18-03.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	Blank_Post_18-01.mzML	blank	blank	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	NIST_POS_Samp_01-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_01-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_01-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_02-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_02-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_02-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_03-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_03-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_03-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_04-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_04-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_04-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_05-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_05-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_05-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_06-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_06-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_06-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_07-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_07-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_07-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_08-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_08-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_08-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_09-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_09-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_09-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	lyophilized sample
MSV000086989	NIST_POS_Samp_10-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_10-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_10-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_11-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_11-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_11-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_12-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_12-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_12-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	lyophilized sample
MSV000086989	NIST_POS_Samp_13-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_13-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_13-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_14-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_14-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_14-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_15-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_15-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_15-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	omnivore	aqueous sample
MSV000086989	NIST_POS_Samp_16-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_16-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_16-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_17-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_17-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_17-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_18-01.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_18-02.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	NIST_POS_Samp_18-03.mzML	biofluid	9606|Homo sapiens	Q Exactive|MS:1001911		not applicable	feces	not applicable	not applicable	not applicable	not applicable	vegetarian	aqueous sample
MSV000086989	QC_Mix_01.mzML	QC	QC	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	QC_Mix_02.mzML	QC	QC	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	QC_Mix_03.mzML	QC	QC	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000086989	QC_Mix_04.mzML	QC	QC	Q Exactive|MS:1001911		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
