MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UBERONBodyPartName	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ATTRIBUTE_Days	...
MSV000096491	P1_B7_19_P-HOK-1-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146 -124.38383	1			plant litter	not applicable	
MSV000096491	P1_B8_20_P-HOK-1-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146 -124.38383	1			plant litter	not applicable	
MSV000096491	P1_B9_21_AB-SEK-1-5_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_B10_22_AB-SEK-1-4_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_B11_23_AB-SEK-1-3_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_B12_24_AB-SEK-1-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C1_25_AB-SEK-1-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C2_26_P-SEK-1-5_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C3_27_P-SEK-1-4_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C4_28_P-SEK-1-3_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C5_29_P-SEK-1-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C6_30_P-SEK-1-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C7_31_AB-SEK-2-5_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C8_32_AB-SEK-2-4_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C9_33_AB-SEK-2-3_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C10_34_AB-SEK-2-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C11_35_AB-SEK-2-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_C12_36_P-SEK-2-5_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_D1_37_P-SEK-2-4_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_D2_38_P-SEK-2-3_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_D3_39_P-SEK-2-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_D4_40_P-SEK-2-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701 -124.45105	1			plant litter	not applicable	
MSV000096491	P1_D5_41_AB-HOK-1-1-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P1_D6_42_AB-HOK-1-2-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P1_D7_43_AB-HOK-1-3-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
