MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	SubjectIdentifierAsRecorded	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	classification	MS2spectra_count	USI
MSV000085539	LB01_DDA_55_10c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_11a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_11b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_11c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_12a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_12b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_12c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_13a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_13b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_13c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_14a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_14b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_14c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_15a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_15b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_15c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_16a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_16b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_16c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_17a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_17b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_17c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_18a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_18b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_18c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_19a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_19b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_19c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_20a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_20b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_20c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_21a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_21b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_21c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_22a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_22b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_22c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_23a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_23b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_23c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_24a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_24b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_24c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_25a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_25b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_25c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_26a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_26b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_26c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_27a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_27b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_27c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_28a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_28b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_28c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_29a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_29b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_29c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_30a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_30b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_30c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_31a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_31b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_31c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_32a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_32b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_32c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_33a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_33b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_33c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_34a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_34b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_34c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_35a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_35b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_35c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_36a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_36b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_36c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_37a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_37b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_37c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_38a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_38b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_38c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_39a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_39b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_39c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_40a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_40b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_40c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_41a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_41b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_41c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_42a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_42b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_42c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
