MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67263|Streptomyces griseus subsp. griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610115-11F-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610115-11F-001	not specified	not applicable	not applicable	F-2330	Streptomyces griseus subsp. griseus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67263|Streptomyces griseus subsp. griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610116-11H-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610116-11H-001	not specified	not applicable	not applicable	F-5488	Streptomyces griseus subsp. griseus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610117-11J-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610117-11J-001	not specified	not applicable	not applicable	F-5930	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610118-11K-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610118-11K-001	not specified	not applicable	not applicable	WC-3605	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610119-11M-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610119-11M-001	not specified	not applicable	not applicable	F-3756	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610120-11Q-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610120-11Q-001	not specified	not applicable	not applicable	B-1461	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	not specified|Streptomyces maizeus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610121-11S-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610121-11S-001	not specified	not applicable	not applicable	3508	Streptomyces maizeus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610122-11U-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610122-11U-001	not specified	not applicable	not applicable	F-3049	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610123-11W-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610123-11W-001	not specified	not applicable	not applicable	B-2623	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610124-11Y-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610124-11Y-001	not specified	not applicable	not applicable	F-5213	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1902|Streptomyces coelicolor subspecies coelicolor	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610125-11A-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610125-11A-001	not specified	not applicable	not applicable	WC-3740(3)	Streptomyces coelicolor subsp. coelicolor	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610126-11C-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610126-11C-001	not specified	not applicable	not applicable	F-2988	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1916|Streptomyces lividans	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610127-11E-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610127-11E-001	not specified	not applicable	not applicable	15880	Streptomyces lividans	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	42684|Streptomyces collinus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610128-11G-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610128-11G-001	not specified	not applicable	not applicable	5332	Streptomyces collinus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1968|Streptomyces cellulosae	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610129-11L-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610129-11L-001	not specified	not applicable	not applicable	B-2687	Streptomyces cellulosae	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	97405|Streptoverticillium kitasatoense	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610130-11N-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610130-11N-001	not specified	not applicable	not applicable	2486	Streptoverticillium kitasatoense	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67263|Streptomyces griseus subsp. griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610131-11P-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610131-11P-001	not specified	not applicable	not applicable	WC-3512	Streptomyces griseus subsp. griseus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610132-11R-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610132-11R-001	not specified	not applicable	not applicable	F-2539	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610133-11T-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610133-11T-001	not specified	not applicable	not applicable	S-515	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1935|Streptomyces violaceoruber	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610134-11V-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610134-11V-001	not specified	not applicable	not applicable	ISP-5439	Streptomyces violaceoruber	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610135-11X-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610135-11X-001	not specified	not applicable	not applicable	F-3223	Streptomyces sp.	USA	soil	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	not specified|not specified	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610136-11Z-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610136-11Z-001	not specified	not applicable	not applicable	S-6	not specified	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610137-11B-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610137-11B-001	not specified	not applicable	not applicable	F-5038	Streptomyces sp.	USA	Norris Farms feed lot waste	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610138-11D-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610138-11D-001	not specified	not applicable	not applicable	WC-3790	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610139-11F-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610139-11F-001	not specified	not applicable	not applicable	S-1235	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610140-11H-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610140-11H-001	not specified	not applicable	not applicable	S-779	Streptomyces sp.	USA	soil	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	not specified|Streptomyces virginiae subsp. virginiae	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610141-11J-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610141-11J-001	not specified	not applicable	not applicable	B-8091	Streptomyces virginiae subsp. virginiae	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	not specified|Streptoverticillium species	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610142-11K-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610142-11K-001	not specified	not applicable	not applicable	F-2781	Streptoverticillium sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610143-11M-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610143-11M-001	not specified	not applicable	not applicable	S-1482	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610144-11Q-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610144-11Q-001	not specified	not applicable	not applicable	B-16972	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67274|Streptomyces argenteolus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610145-11S-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610145-11S-001	not specified	not applicable	not applicable	F-3123	Streptomyces argenteolus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610146-11U-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610146-11U-001	not specified	not applicable	not applicable	F-2983	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610147-11W-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610147-11W-001	not specified	not applicable	not applicable	S-1715	Streptomyces sp.	Germany	soil	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610148-11Y-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610148-11Y-001	not specified	not applicable	not applicable	S-805	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610149-11A-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610149-11A-001	not specified	not applicable	not applicable	S-509	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1906|Streptomyces fradiae	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610150-11C-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610150-11C-001	not specified	not applicable	not applicable	ISP-5063	Streptomyces fradiae	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	285555|Streptomyces albosporeus subsp. labilomyceticus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610151-11E-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610151-11E-001	not specified	not applicable	not applicable	B-24296	Streptomyces albosporeus subsp. labilomyceticus	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610152-11G-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610152-11G-001	not specified	not applicable	not applicable	F-4067	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	not specified|Streptomyces granuloruber	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610153-11L-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610153-11L-001	not specified	not applicable	not applicable	12549	Streptomyces granuloruber	not specified	not specified	ISP-2
MSV000088742	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610154-11N-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	02/16/2022 - 02/18/2022	United States of America	not specified	not specified	not specified	not specified	MSV000088742_P610154-11N-001	not specified	not applicable	not applicable	S-1735	Streptomyces sp.	not specified	not specified	ISP-2
