MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus
MSV000081477	C32_BH5_01_728.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C33_BA6_01_629.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C34_BB6_01_644.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C35_BC6_01_658.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C36_BD6_01_672.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C37_BE6_01_687.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C38_BF6_01_701.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C39_BG6_01_715.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C3_BC2_01_654.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C40_BH6_01_729.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C41_BA7_01_630.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C42_BB7_01_645.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C43_BC7_01_659.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C44_BD7_01_673.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C45_BE7_01_688.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C46_BF7_01_702.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C47_BG7_01_716.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C48_BH7_01_730.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C49_BA8_01_631.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C4_BD2_01_668.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C50_BB8_01_646.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C51_BC8_01_660.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C52_BD8_01_674.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C53_BE8_01_689.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C54_BF8_01_703.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C55_BG8_01_717.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C56_BH8_01_731.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C57_BA9_01_632.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C58_BB9_01_647.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C59_BC9_01_661.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C5_BE2_01_683.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C60_BD9_01_675.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C61_BE9_01_690.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C62_BF9_01_704.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C63_BG9_01_718.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C64_BH9_01_732.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C65_BA10_01_634.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C66_BB10_01_648.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C68_BD10_01_676.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C69_BE10_01_691.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C6_BF2_01_697.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C70_BF10_01_705.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C71_BG10_01_719.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C72_BH10_01_733.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C73_BA11_01_635.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C74_BB11_01_649.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C75_BC11_01_663.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C76_BD11_01_677.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C77_BE11_01_692.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C78_BF11_01_706.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C79_BG11_01_723.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C7_BG2_01_711.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C80_BH11_01_734.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C81_BA12_01_636.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C82_BB12_01_650.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C83_BC12_01_664.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C84_BD12_01_678.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C85_BE12_01_693.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C86_BF12_01_707.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C87_BG12_01_724.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C88_BH12_01_735.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C8_BH2_01_725.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C9_BA3_01_626.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_01_RA1_01_621.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_02_RA1_01_638.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_03_RA1_01_652.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_04_RA1_01_666.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_05_RA1_01_681.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_06_RA1_01_695.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_07_RA1_01_709.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Blank_No_Inj_08_RA1_01_721.mzML	blank_analysis	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	P4_Std_Mix_01_RA2_01_620.mzML	blank_QC	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_25_BA1_01_622.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_25_BA1_01_625.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_25_BA1_01_633.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_26_BB1_01_639.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_27_BC1_01_653.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_28_BD1_01_667.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_29_BE1_01_682.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_30_BF1_01_696.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_31_BG1_01_710.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_32_BH1_01_722.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Solvent_Blank_BC10_01_662.mzML	blank_extraction	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	Std_Mix_02_RA2_01_680.mzML	blank_QC	not applicable	impact|MS:1002077	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable
MSV000081477	C100_GD3_01_783.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C101_GE3_01_798.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C102_GF3_01_813.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C103_GG3_01_827.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C104_GH3_01_841.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C105_GA4_01_742.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C106_GB4_01_756.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C107_GC4_01_770.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C108_GD4_01_784.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C109_GE4_01_799.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C110_GF4_01_814.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C111_GG4_01_828.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C112_GH4_01_842.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C113_GA5_01_743.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C114_GB5_01_757.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C115_GC5_01_771.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C116_GD5_01_785.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C117_GE5_01_801.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C118_GF5_01_815.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C119_GG5_01_829.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C120_GH5_01_843.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C121_GA6_01_744.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C122_GB6_01_758.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C123_GC6_01_772.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C124_GD6_01_786.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C125_GE6_01_802.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C126_GF6_01_816.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C127_GG6_01_830.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C128_GH6_01_844.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C129_GA7_01_745.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C130_GB7_01_759.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C131_GC7_01_773.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C132_GD7_01_787.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C133_GE7_01_803.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C134_GF7_01_817.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C135_GG7_01_831.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C136_GH7_01_845.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C137_GA8_01_746.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C138_GB8_01_760.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C139_GC8_01_774.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C141_GD8_01_788.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C142_GE8_01_804.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C143_GF8_01_818.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C144_GG8_01_832.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C145_GH8_01_846.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C146_GA9_01_747.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C147_GB9_01_761.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C148_GC9_01_775.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C149_GD9_01_789.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C150_GE9_01_805.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C151_GF9_01_819.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C152_GG9_01_833.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C153_GH9_01_847.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C154_GA10_01_748.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C155_GB10_01_762.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C156_GC10_01_776.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C157_GD10_01_790.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C158_GE10_01_806.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C159_GF10_01_820.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C160_GG10_01_834.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C161_GH10_01_848.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C162_GA11_01_749.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C163_GB11_01_763.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C164_GC11_01_777.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C165_GD11_01_791.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C166_GE11_01_807.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C167_GF11_01_821.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C168_GG11_01_835.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C169_GH11_01_849.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C170_GA12_01_750.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C171_GB12_01_764.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C172_GC12_01_778.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C173_GD12_01_792.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C174_GE12_01_808.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C175_GF12_01_822.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C176_GG12_01_836.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C89_GA2_01_740.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
MSV000081477	C90_GB2_01_754.mzML	tissue	10088|Mus	impact|MS:1002077	male		caecum	healthy	no disease reported	not applicable	not applicable
