MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Cluster1	Ethnicity	Social_Economical_Status
MSV000079949	Mix_RB6_01_22481.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB6_01_22495.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB6_01_22509.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB6_01_22523.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB7_01_22552.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB7_01_22566.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB7_01_22580.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	Mix_RB7_01_22594.mzXML	QC	QC	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	QC	not applicable	not applicable
MSV000079949	PBS_blank1_GA3_01_21962.mzXML	blank	blank	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	blank	not applicable	not applicable
MSV000079949	PBS_blank2_GA4_01_21963.mzXML	blank	blank	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	blank	not applicable	not applicable
MSV000079949	Swab_blank1_GA5_01_21964.mzXML	blank	blank	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	blank	not applicable	not applicable
MSV000079949	Swab_blank2_GA6_01_21965.mzXML	blank	blank	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	blank	not applicable	not applicable
MSV000079949	Swab_blank3_GA7_01_21966.mzXML	blank	blank	impact HD|MS:1002667	not applicable	not applicable	not applicable	not applicable	not applicable	blank	not applicable	not applicable
MSV000079949	GF1_Adrenal1_GF3_01_21803.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Adrenal2_GF4_01_21804.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Bladder_GE10_01_21796.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Blood_GA2_01_21729.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Blood_GA2_01_21730.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Brain1_GH9_01_21837.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Brain2_GH10_01_21838.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Brain3_GH11_01_21839.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Brain4_GH12_01_21840.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum1_GD10_01_21781.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum2_GD11_01_21782.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum3_GD12_01_21783.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum4_GE1_01_21786.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum5_GE2_01_21787.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cecum6_GE3_01_21788.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Cervix_GG2_01_21816.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon1_GE4_01_21789.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon2_GE5_01_21790.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon3_GE6_01_21791.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon3_GE6_01_21792.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon4_GE7_01_21793.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon5_GE8_01_21794.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Colon6_GE9_01_21795.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo1_GC4_01_21761.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo2_GC5_01_21762.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo3_GC6_01_21763.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo4_GC7_01_21764.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo5_GC8_01_21765.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Duo6_GC9_01_21766.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ear1_GA9_01_21737.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ear2_GA10_01_21738.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Eso1_GH4_01_21832.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Eso2_GH5_01_21833.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Eso3_GH6_01_21834.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Eso4_GH7_01_21835.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Foot1_GA5_01_21733.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Foot2_GA6_01_21734.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Foot3_GA7_01_21735.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Foot4_GA8_01_21736.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Gall_GB4_01_21747.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	gall bladder	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Heart1_GG3_01_21817.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Heart2_GG4_01_21818.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Heart3_GG5_01_21819.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Heart4_GG6_01_21820.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile1_GD4_01_21775.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile2_GD5_01_21776.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile3_GD6_01_21777.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile4_GD7_01_21778.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile5_GD8_01_21779.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ile6_GD9_01_21780.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju1_GC10_01_21767.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju2_GC11_01_21768.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju3_GC12_01_21769.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju4_GD1_01_21772.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju5_GD2_01_21773.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Jeju6_GD3_01_21774.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Kid1_GE11_01_21797.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Kid2_GE12_01_21798.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Kid3_GF1_01_21801.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Kid4_GF2_01_21802.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Liver1_GB5_01_21748.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Liver2_GB6_01_21749.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Liver3_GB7_01_21750.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Liver4_GB8_01_21751.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Liver5_GB9_01_21752.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Lung1_GG7_01_21821.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Lung2_GG8_01_21822.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Lung3_GG9_01_21823.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Lung4_GG10_01_21824.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Lung5_GG11_01_21825.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Mouth_GA11_01_21739.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	oral cavity	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ovary1_GF5_01_21805.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	ovary	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Ovary2_GF6_01_21806.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	ovary	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Pancreas1_GB10_01_21753.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Pancreas2_GB11_01_21754.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Pancreas3_GB12_01_21755.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Skin1_GA3_01_21731.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of trunk	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Skin2_GA4_01_21732.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of trunk	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Spleen1_GA12_01_21740.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Spleen2_GB1_01_21744.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Spleen3_GB2_01_21745.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Spleen4_GB3_01_21746.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Stomach1_GC1_01_21758.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Stomach2_GC2_01_21759.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Stomach3_GC3_01_21760.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Stool_GA1_01_21728.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	feces	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Thymus_GH8_01_21836.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	thymus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Trach1_GG12_01_21826.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Trach2_GH1_01_21829.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Trach3_GH2_01_21830.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Trach4_GH3_01_21831.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Uterus1_GF7_01_21807.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Uterus2_GF8_01_21808.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Uterus3_GF9_01_21809.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Uterus4_GF10_01_21810.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
