MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_NCBITaxonomy
MSV000098069	4B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	4B					healthy			2023-06-15T07:30:00Z	Madagascar		-23.06524|43.51827							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	4C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	4C					healthy			2023-06-15T07:30:00Z	Madagascar		-23.06524|43.51827							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	5B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	5B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	5C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	5C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	6A.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	6A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	6B.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	6B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	6C.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	6C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	7A.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	7A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	7B.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	7B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	7C.mzML	animal	tissue	46730|Pocillopora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	7C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Pocillopora	Invertebrates	marine coral reef biome				46730|Pocillopora
MSV000098069	8A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	8A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	8B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	8B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	8C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	8C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	9A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	9A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	9B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	9B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	9C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	9C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	10A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	10A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	10B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	10B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	10C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	10C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	11A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	11A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	11B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	11B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	11C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	11C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	12A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	12A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	12B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	12B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	12C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	12C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	13A.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	13A					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	13B.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	13B					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	13C.mzML	animal	tissue	6127|Acropora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	13C					healthy			2023-06-16T07:30:00Z	Madagascar		-23.15150|43.57153							Acropora	Invertebrates	marine coral reef biome				6127|Acropora
MSV000098069	14A.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	14A					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	14B.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	14B					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	14C.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	14C					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	15A.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	15A					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	15B.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	15B					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	15C.mzML	animal	tissue	46703|Montipora	2025	solid material, fresh	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	15C					healthy			2023-06-19T07:30:00Z	Madagascar		-23.10311|43.55639							Montipora	Invertebrates	marine coral reef biome				46703|Montipora
MSV000098069	Blank_01.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_01					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_02.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_02					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_03.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_03					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_04.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_04					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_05.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_05					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_06.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_06					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_07.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_07					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_08.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_08					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_09.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_09					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_10.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_10					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_11.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_11					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	Blank_12.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_12					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_01.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_01					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_02.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_02					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_03.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_03					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_04.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_04					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_05.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-water (7:3)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_05					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	POOLQC_06.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	not applicable	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_06					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_01.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_01					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_02.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_02					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_03.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_03					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_04.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_04					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_05.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_05					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
MSV000098069	QCmix_06.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	not applicable	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_06					not applicable			not applicable	not applicable		not applicable							not applicable	not applicable	not applicable				not applicable
