MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000089742	P610305-11X-001.mzML	culture_bacterial	culture_bacterial	66888|Streptomyces flavotricini	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610305-11X-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610305-11X-001	not specified	not applicable	not applicable	12770	Streptomyces flavotricini	not specified	not specified	ISP-2
MSV000089742	P610306-11Z-001.mzML	culture_bacterial	culture_bacterial	66900|Streptomyces lanatus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610306-11Z-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610306-11Z-001	not specified	not applicable	not applicable	12787	Streptomyces lanatus	not specified	not specified	ISP-2
MSV000089742	P610307-11B-001.mzML	culture_bacterial	culture_bacterial	67304|Streptomyces griseorubiginosus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610307-11B-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610307-11B-001	not specified	not applicable	not applicable	13047	Streptomyces griseorubiginosus	not specified	not specified	ISP-2
MSV000089742	P610308-11D-001.mzML	culture_bacterial	culture_bacterial	67313|Streptomyces lateritius	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610308-11D-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610308-11D-001	not specified	not applicable	not applicable	12788	Streptomyces lateritius	not specified	not specified	ISP-2
MSV000089742	P610309-11F-001.mzML	culture_bacterial	culture_bacterial	114700|Streptomyces indonesiensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610309-11F-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610309-11F-001	not specified	not applicable	not applicable	100776	Streptomyces indonesiensis	not specified	not specified	ISP-2
MSV000089742	P610310-11H-001.mzML	culture_bacterial	culture_bacterial	66370|Streptomyces flaveus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610310-11H-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610310-11H-001	not specified	not applicable	not applicable	12190	Streptomyces flaveus	not specified	not specified	ISP-2
MSV000089742	P610311-11K-001.mzML	culture_bacterial	culture_bacterial	1915|Streptomyces lincolnensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610311-11K-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610311-11K-001	not specified	not applicable	not applicable	13054	Streptomyces lincolnensis	not specified	not specified	ISP-2
MSV000089742	P610312-11M-001.mzML	culture_bacterial	culture_bacterial	1919|Streptomyces fulvissimus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610312-11M-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610312-11M-001	not specified	not applicable	not applicable	13482	Streptomyces fulvissimus	not specified	not specified	ISP-2
MSV000089742	P610313-11Q-001.mzML	culture_bacterial	culture_bacterial	42237|Streptomyces eurythermus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610313-11Q-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610313-11Q-001	not specified	not applicable	not applicable	12764	Streptomyces eurythermus	not specified	not specified	ISP-2
MSV000089742	P610314-11S-001.mzML	culture_bacterial	culture_bacterial	68187|Streptomyces cirratus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610314-11S-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610314-11S-001	not specified	not applicable	not applicable	13398	Streptomyces cirratus	not specified	not specified	ISP-2
MSV000089742	P610315-11U-001.mzML	culture_bacterial	culture_bacterial	1910|Streptomyces griseosporeus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610315-11U-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610315-11U-001	not specified	not applicable	not applicable	13458	Streptomyces griseosporeus	not specified	not specified	ISP-2
MSV000089742	P610316-11W-001.mzML	culture_bacterial	culture_bacterial	67296|Streptomyces finlayi	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610316-11W-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610316-11W-001	not specified	not applicable	not applicable	13201	Streptomyces finlayi	not specified	not specified	ISP-2
MSV000089742	P610317-11Y-001.mzML	culture_bacterial	culture_bacterial	51201|Streptomyces griseocarneus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610317-11Y-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610317-11Y-001	not specified	not applicable	not applicable	13861	Streptomyces griseocarneus	not specified	not specified	ISP-2
MSV000089742	P610318-11Z-001.mzML	culture_bacterial	culture_bacterial	47760|Streptomyces glomeroaurantiacus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610318-11Z-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610318-11Z-001	not specified	not applicable	not applicable	15418	Streptomyces glomeroaurantiacus	not specified	not specified	ISP-2
MSV000089742	P610319-11C-001.mzML	culture_bacterial	culture_bacterial	146922|Streptomyces griseofuscus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610319-11C-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610319-11C-001	not specified	not applicable	not applicable	12870	Streptomyces griseofuscus	not specified	not specified	ISP-2
MSV000089742	P610320-11E-001.mzML	culture_bacterial	culture_bacterial	1911|Streptomyces griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610320-11E-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610320-11E-001	not specified	not applicable	not applicable	3746	Streptomyces griseus	not specified	not specified	ISP-2
MSV000089742	P610321-11G-001.mzML	culture_bacterial	culture_bacterial	67302|Streptomyces fumanus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610321-11G-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610321-11G-001	not specified	not applicable	not applicable	13042	Streptomyces fumanus	not specified	not specified	ISP-2
MSV000089742	P610322-11J-001.mzML	culture_bacterial	culture_bacterial	1942|Streptomyces goshikiensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610322-11J-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610322-11J-001	not specified	not applicable	not applicable	12868	Streptomyces goshikiensis	not specified	not specified	ISP-2
MSV000089742	P610323-11L-001.mzML	culture_bacterial	culture_bacterial	35619|Streptomyces griseoflavus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610323-11L-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610323-11L-001	not specified	not applicable	not applicable	13044	Streptomyces griseoflavus	not specified	not specified	ISP-2
MSV000089742	P610324-11N-001.mzML	culture_bacterial	culture_bacterial	284031|Streptomyces flavovariabilis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610324-11N-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610324-11N-001	not specified	not applicable	not applicable	100764	Streptomyces flavovariabilis	not specified	not specified	ISP-2
MSV000089742	P610325-11P-001.mzML	culture_bacterial	culture_bacterial	33899|Streptomyces galilaeus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610325-11P-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610325-11P-001	not specified	not applicable	not applicable	13400	Streptomyces galilaeus	not specified	not specified	ISP-2
MSV000089742	P610326-11R-001.mzML	culture_bacterial	culture_bacterial	68204|Streptomyces gancidicus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610326-11R-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610326-11R-001	not specified	not applicable	not applicable	15412	Streptomyces gancidicus	not specified	not specified	ISP-2
MSV000089742	P610327-11T-001.mzML	culture_bacterial	culture_bacterial	68174|Streptomyces coelescens	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610327-11T-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610327-11T-001	not specified	not applicable	not applicable	13378	Streptomyces coelescens	not specified	not specified	ISP-2
MSV000089742	P610328-11V-001.mzML	culture_bacterial	culture_bacterial	58346|Streptomyces platensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610328-11V-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610328-11V-001	not specified	not applicable	not applicable	15424	Streptomyces platensis	not specified	not specified	ISP-2
MSV000089742	P610329-11X-001.mzML	culture_bacterial	culture_bacterial	1911|Streptomyces griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610329-11X-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610329-11X-001	not specified	not applicable	not applicable	15744	Streptomyces griseus	not specified	not specified	ISP-2
MSV000089742	P610330-11Z-001.mzML	culture_bacterial	culture_bacterial	66897|Streptomyces griseorubens	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610330-11Z-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610330-11Z-001	not specified	not applicable	not applicable	12780	Streptomyces griseorubens	not specified	not specified	ISP-2
MSV000089742	P610331-11B-001.mzML	culture_bacterial	culture_bacterial	1911|Streptomyces griseus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610331-11B-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610331-11B-001	not specified	not applicable	not applicable	12875	Streptomyces griseus	not specified	not specified	ISP-2
MSV000089742	P610332-11D-001.mzML	culture_bacterial	culture_bacterial	67314|Streptomyces lavendofoliae	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610332-11D-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610332-11D-001	not specified	not applicable	not applicable	12882	Streptomyces lavendofoliae	not specified	not specified	ISP-2
MSV000089742	P610333-11F-001.mzML	culture_bacterial	culture_bacterial	66423|Streptomyces eurocidicus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610333-11F-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610333-11F-001	not specified	not applicable	not applicable	12737	Streptomyces eurocidicus	not specified	not specified	ISP-2
MSV000089742	P610334-11H-001.mzML	culture_bacterial	culture_bacterial	35620|Streptomyces hirsutus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610334-11H-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610334-11H-001	not specified	not applicable	not applicable	12786	Streptomyces hirsutus	not specified	not specified	ISP-2
MSV000089742	P610335-11K-001.mzML	culture_bacterial	culture_bacterial	235987|Streptomyces jietaisiensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610335-11K-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610335-11K-001	not specified	not applicable	not applicable	102068	Streptomyces jietaisiensis	not specified	not specified	ISP-2
MSV000089742	P610336-11M-001.mzML	culture_bacterial	culture_bacterial	310781|Streptomyces guanduensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610336-11M-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610336-11M-001	not specified	not applicable	not applicable	102070	Streptomyces guanduensis	not specified	not specified	ISP-2
MSV000089742	P610337-11Q-001.mzML	culture_bacterial	culture_bacterial	58340|Streptomyces lavendulae subsp. lavendulae	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610337-11Q-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610337-11Q-001	not specified	not applicable	not applicable	12903	Streptomyces lavendulae subsp. lavendulae	not specified	not specified	ISP-2
MSV000089742	P610338-11S-001.mzML	culture_bacterial	culture_bacterial	35620|Streptomyces cyanoalbus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610338-11S-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610338-11S-001	not specified	not applicable	not applicable	12857	Streptomyces cyanoalbus	not specified	not specified	ISP-2
MSV000089742	P610339-11U-001.mzML	culture_bacterial	culture_bacterial	68174|Streptomyces humiferus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610339-11U-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610339-11U-001	not specified	not applicable	not applicable	12244	Streptomyces humiferus	not specified	not specified	ISP-2
MSV000089742	P610340-11W-001.mzML	culture_bacterial	culture_bacterial	249567|Streptomyces decoyicus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610340-11W-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610340-11W-001	not specified	not applicable	not applicable	13977	Streptomyces decoyicus	not specified	not specified	ISP-2
MSV000089742	P610341-11Y-001.mzML	culture_bacterial	culture_bacterial	235986|Streptomyces glauciniger	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610341-11Y-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610341-11Y-001	not specified	not applicable	not applicable	100913	Streptomyces glauciniger	not specified	not specified	ISP-2
MSV000089742	P610342-11Z-001.mzML	culture_bacterial	culture_bacterial	66895|Streptomyces griseomycini	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610342-11Z-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610342-11Z-001	not specified	not applicable	not applicable	12778	Streptomyces griseomycini	not specified	not specified	ISP-2
MSV000089742	P610343-11C-001.mzML	culture_bacterial	culture_bacterial	66424|Streptomyces hiroshimensis	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610343-11C-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610343-11C-001	not specified	not applicable	not applicable	14693	Streptomyces hiroshimensis	not specified	not specified	ISP-2
MSV000089742	P610344-11E-001.mzML	culture_bacterial	culture_bacterial	67294|Streptomyces filamentosus	2022	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610344-11E-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610344-11E-001	not specified	not applicable	not applicable	12910	Streptomyces filamentosus	not specified	not specified	ISP-2
MSV000089742	P610345-11G-001.mzML	culture_bacterial	culture_bacterial	66371|Streptomyces fumigatiscleroticus	2022	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610345-11G-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610345-11G-001	not specified	not applicable	not applicable	12999	Streptomyces fumigatiscleroticus	not specified	not specified	ISP-2
MSV000089742	P610346-11J-001.mzML	culture_bacterial	culture_bacterial	67312|Streptomyces kurssanovii	2022	solid material, dried	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610346-11J-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000089742_P610346-11J-001	not specified	not applicable	not applicable	13192	Streptomyces kurssanovii	not specified	not specified	ISP-2
